ITEM ID,ITEM NAME,ITEM COLOR,QUANTITY
36840,Bracket 1 x 1 - 1 x 1 Inverted,Black,8
36840,Bracket 1 x 1 - 1 x 1 Inverted,Bright Light Orange,2
36840,Bracket 1 x 1 - 1 x 1 Inverted,Dark Turquoise,18
36840,Bracket 1 x 1 - 1 x 1 Inverted,Lime,1
36840,Bracket 1 x 1 - 1 x 1 Inverted,Red,1
36840,Bracket 1 x 1 - 1 x 1 Inverted,Reddish Brown,2
36840,Bracket 1 x 1 - 1 x 1 Inverted,White,5
79389,Bracket 1 x 1 - 1 x 2,Tan,1
73825,Bracket 1 x 1 - 1 x 2 Inverted,Red,1
99781,Bracket 1 x 2 - 1 x 2,Black,19
99781,Bracket 1 x 2 - 1 x 2,Blue,6
99781,Bracket 1 x 2 - 1 x 2,Dark Bluish Gray,20
99781,Bracket 1 x 2 - 1 x 2,Dark Red,1
99781,Bracket 1 x 2 - 1 x 2,Dark Turquoise,14
99781,Bracket 1 x 2 - 1 x 2,Light Bluish Gray,11
99781,Bracket 1 x 2 - 1 x 2,Tan,2
99781,Bracket 1 x 2 - 1 x 2,White,1
99781,Bracket 1 x 2 - 1 x 2,Yellow,2
99780,Bracket 1 x 2 - 1 x 2 Inverted,Black,25
99780,Bracket 1 x 2 - 1 x 2 Inverted,Bright Light Yellow,2
99780,Bracket 1 x 2 - 1 x 2 Inverted,Dark Azure,10
99780,Bracket 1 x 2 - 1 x 2 Inverted,Dark Bluish Gray,26
99780,Bracket 1 x 2 - 1 x 2 Inverted,Dark Pink,2
99780,Bracket 1 x 2 - 1 x 2 Inverted,Dark Tan,20
99780,Bracket 1 x 2 - 1 x 2 Inverted,Light Bluish Gray,24
99780,Bracket 1 x 2 - 1 x 2 Inverted,Red,8
99780,Bracket 1 x 2 - 1 x 2 Inverted,White,9
2436,Bracket 1 x 2 - 1 x 4,White,4
2436b,Bracket 1 x 2 - 1 x 4 with Rounded Corners,Black,1
2436b,Bracket 1 x 2 - 1 x 4 with Rounded Corners,Blue,1
2436b,Bracket 1 x 2 - 1 x 4 with Rounded Corners,Light Bluish Gray,1
2436b,Bracket 1 x 2 - 1 x 4 with Rounded Corners,Red,3
28802,Bracket 1 x 2 - 1 x 4 with Rounded Corners at the Bottom,Black,2
28802,Bracket 1 x 2 - 1 x 4 with Rounded Corners at the Bottom,Light Bluish Gray,4
44728,Bracket 1 x 2 - 2 x 2,Black,32
44728,Bracket 1 x 2 - 2 x 2,Blue,2
44728,Bracket 1 x 2 - 2 x 2,Bright Light Orange,2
44728,Bracket 1 x 2 - 2 x 2,Dark Bluish Gray,7
44728,Bracket 1 x 2 - 2 x 2,Light Bluish Gray,9
44728,Bracket 1 x 2 - 2 x 2,Orange,4
44728,Bracket 1 x 2 - 2 x 2,Red,1
44728,Bracket 1 x 2 - 2 x 2,White,10
44728,Bracket 1 x 2 - 2 x 2,Yellow,6
99207,Bracket 1 x 2 - 2 x 2 Inverted,Black,3
99207,Bracket 1 x 2 - 2 x 2 Inverted,Blue,30
99207,Bracket 1 x 2 - 2 x 2 Inverted,Bright Light Yellow,2
99207,Bracket 1 x 2 - 2 x 2 Inverted,Dark Pink,1
99207,Bracket 1 x 2 - 2 x 2 Inverted,Dark Tan,10
99207,Bracket 1 x 2 - 2 x 2 Inverted,Light Bluish Gray,13
99207,Bracket 1 x 2 - 2 x 2 Inverted,Red,2
99207,Bracket 1 x 2 - 2 x 2 Inverted,Reddish Brown,5
99207,Bracket 1 x 2 - 2 x 2 Inverted,Tan,15
99207,Bracket 1 x 2 - 2 x 2 Inverted,White,6
93274,Bracket 1 x 2 - 2 x 4,Light Bluish Gray,1
93274,Bracket 1 x 2 - 2 x 4,Yellow,1
41682,Bracket 2 x 2 - 1 x 2 Centered,Black,9
41682,Bracket 2 x 2 - 1 x 2 Centered,Dark Bluish Gray,1
41682,Bracket 2 x 2 - 1 x 2 Centered,Dark Tan,7
41682,Bracket 2 x 2 - 1 x 2 Centered,Tan,1
41682,Bracket 2 x 2 - 1 x 2 Centered,White,6
3956,Bracket 2 x 2 - 2 x 2 with 2 Holes,Black,1
64570,Bracket 2 x 6 - 1 x 6 Inverted,Tan,6
18671,Bracket 3 x 2 x 1 1/3 with Bottom Tube,Light Bluish Gray,6
11215,Bracket 5 x 2 x 1 1/3 with 2 Holes and Bottom Tube,White,4
4342,Bread / Baguette,Medium Nougat,2
4342,Bread / Baguette,Tan,3
3005,Brick 1 x 1,Black,50
3005,Brick 1 x 1,Blue,14
3005,Brick 1 x 1,Bright Light Blue,12
3005,Brick 1 x 1,Bright Light Orange,6
3005,Brick 1 x 1,Bright Pink,25
3005,Brick 1 x 1,Dark Blue,14
3005,Brick 1 x 1,Dark Bluish Gray,47
3005,Brick 1 x 1,Dark Green,2
3005,Brick 1 x 1,Dark Orange,22
3005,Brick 1 x 1,Dark Purple,1
3005,Brick 1 x 1,Dark Tan,8
3005,Brick 1 x 1,Dark Turquoise,63
3005,Brick 1 x 1,Green,6
3005,Brick 1 x 1,Light Bluish Gray,31
3005,Brick 1 x 1,Lime,20
3005,Brick 1 x 1,Medium Azure,41
3005,Brick 1 x 1,Medium Blue,85
3005,Brick 1 x 1,Medium Lavender,11
3005,Brick 1 x 1,Medium Nougat,42
3005,Brick 1 x 1,Orange,83
3005,Brick 1 x 1,Red,38
3005,Brick 1 x 1,Reddish Brown,56
3005,Brick 1 x 1,Sand Green,43
3005,Brick 1 x 1,Tan,59
3005,Brick 1 x 1,Trans-Brown,6
3005,Brick 1 x 1,Trans-Clear,22
3005,Brick 1 x 1,Trans-Dark Blue,1
3005,Brick 1 x 1,Trans-Light Blue,2
3005,Brick 1 x 1,Trans-Orange,8
3005,Brick 1 x 1,Trans-Yellow,2
3005,Brick 1 x 1,White,230
3005,Brick 1 x 1,Yellow,24
3005pb016,Brick 1 x 1 with Blue Cow and Flower on White Background Pattern &#40;Milk Carton&#41;,Medium Blue,5
3005pb017,Brick 1 x 1 with Oranges Pattern (Juice Carton),Lime,5
3005pb028,Brick 1 x 1 with Red Vertical Stripes and Yellow 'POP' in Speech Bubble Pattern &#40;Popcorn Box&#41;,White,3
14716,Brick 1 x 1 x 3,Light Bluish Gray,4
14716,Brick 1 x 1 x 3,Reddish Brown,2
14716,Brick 1 x 1 x 3,Tan,14
14716,Brick 1 x 1 x 3,White,5
2453b,Brick 1 x 1 x 5 - Solid Stud,Tan,3
2453b,Brick 1 x 1 x 5 - Solid Stud,White,13
6111,Brick 1 x 10,Black,3
6111,Brick 1 x 10,Light Bluish Gray,1
6111,Brick 1 x 10,Tan,6
6111,Brick 1 x 10,White,65
6112,Brick 1 x 12,Black,6
6112,Brick 1 x 12,Reddish Brown,3
6112,Brick 1 x 12,Tan,1
6112,Brick 1 x 12,White,6
2465,Brick 1 x 16,Tan,3
3004,Brick 1 x 2,Black,22
3004,Brick 1 x 2,Blue,4
3004,Brick 1 x 2,Bright Green,4
3004,Brick 1 x 2,Bright Light Blue,77
3004,Brick 1 x 2,Bright Light Orange,22
3004,Brick 1 x 2,Bright Light Yellow,18
3004,Brick 1 x 2,Bright Pink,21
3004,Brick 1 x 2,Dark Azure,85
3004,Brick 1 x 2,Dark Blue,31
3004,Brick 1 x 2,Dark Bluish Gray,37
3004,Brick 1 x 2,Dark Green,10
3004,Brick 1 x 2,Dark Orange,60
3004,Brick 1 x 2,Dark Pink,4
3004,Brick 1 x 2,Dark Purple,6
3004,Brick 1 x 2,Dark Red,24
3004,Brick 1 x 2,Dark Tan,36
3004,Brick 1 x 2,Dark Turquoise,75
3004,Brick 1 x 2,Green,4
3004,Brick 1 x 2,Lavender,2
3004,Brick 1 x 2,Light Aqua,30
3004,Brick 1 x 2,Light Bluish Gray,37
3004,Brick 1 x 2,Lime,18
3004,Brick 1 x 2,Magenta,5
3004,Brick 1 x 2,Medium Azure,19
3004,Brick 1 x 2,Medium Blue,121
3004,Brick 1 x 2,Medium Lavender,21
3004,Brick 1 x 2,Orange,167
3004,Brick 1 x 2,Red,66
3004,Brick 1 x 2,Reddish Brown,40
3004,Brick 1 x 2,Sand Green,64
3004,Brick 1 x 2,Tan,132
3004,Brick 1 x 2,White,204
3004,Brick 1 x 2,Yellow,28
3004,Brick 1 x 2,Yellowish Green,20
3065,Brick 1 x 2 without Bottom Tube,Trans-Bright Green,8
3065,Brick 1 x 2 without Bottom Tube,Trans-Clear,32
3065,Brick 1 x 2 without Bottom Tube,Trans-Dark Blue,4
3065,Brick 1 x 2 without Bottom Tube,Trans-Dark Pink,12
3065,Brick 1 x 2 without Bottom Tube,Trans-Green,6
3065,Brick 1 x 2 without Bottom Tube,Trans-Purple,4
3065,Brick 1 x 2 without Bottom Tube,Trans-Red,2
3065,Brick 1 x 2 without Bottom Tube,Trans-Yellow,22
3245c,Brick 1 x 2 x 2 with Inside Stud Holder,Light Bluish Gray,2
3245c,Brick 1 x 2 x 2 with Inside Stud Holder,Orange,6
3245c,Brick 1 x 2 x 2 with Inside Stud Holder,Red,5
3245c,Brick 1 x 2 x 2 with Inside Stud Holder,Reddish Brown,1
3245c,Brick 1 x 2 x 2 with Inside Stud Holder,Tan,42
3245c,Brick 1 x 2 x 2 with Inside Stud Holder,White,39
2454,Brick 1 x 2 x 5,Red,1
2454,Brick 1 x 2 x 5,Reddish Brown,1
2454,Brick 1 x 2 x 5,Tan,9
2454,Brick 1 x 2 x 5,Trans-Clear,2
2454,Brick 1 x 2 x 5,Trans-Light Blue,5
2454,Brick 1 x 2 x 5,White,1
3622,Brick 1 x 3,Black,26
3622,Brick 1 x 3,Bright Light Blue,12
3622,Brick 1 x 3,Bright Pink,6
3622,Brick 1 x 3,Dark Bluish Gray,11
3622,Brick 1 x 3,Dark Turquoise,38
3622,Brick 1 x 3,Light Bluish Gray,17
3622,Brick 1 x 3,Lime,2
3622,Brick 1 x 3,Medium Azure,2
3622,Brick 1 x 3,Medium Blue,53
3622,Brick 1 x 3,Medium Nougat,3
3622,Brick 1 x 3,Orange,9
3622,Brick 1 x 3,Red,8
3622,Brick 1 x 3,Reddish Brown,16
3622,Brick 1 x 3,Sand Green,15
3622,Brick 1 x 3,Tan,58
3622,Brick 1 x 3,White,45
3622,Brick 1 x 3,Yellow,6
3010,Brick 1 x 4,Black,33
3010,Brick 1 x 4,Blue,27
3010,Brick 1 x 4,Bright Light Blue,17
3010,Brick 1 x 4,Bright Light Orange,5
3010,Brick 1 x 4,Bright Light Yellow,4
3010,Brick 1 x 4,Bright Pink,162
3010,Brick 1 x 4,Dark Azure,3
3010,Brick 1 x 4,Dark Blue,39
3010,Brick 1 x 4,Dark Bluish Gray,28
3010,Brick 1 x 4,Dark Green,12
3010,Brick 1 x 4,Dark Pink,2
3010,Brick 1 x 4,Dark Purple,5
3010,Brick 1 x 4,Dark Red,1
3010,Brick 1 x 4,Dark Tan,21
3010,Brick 1 x 4,Dark Turquoise,216
3010,Brick 1 x 4,Green,1
3010,Brick 1 x 4,Lavender,8
3010,Brick 1 x 4,Light Aqua,2
3010,Brick 1 x 4,Light Bluish Gray,56
3010,Brick 1 x 4,Lime,24
3010,Brick 1 x 4,Magenta,11
3010,Brick 1 x 4,Medium Azure,43
3010,Brick 1 x 4,Medium Blue,185
3010,Brick 1 x 4,Medium Lavender,15
3010,Brick 1 x 4,Orange,182
3010,Brick 1 x 4,Red,84
3010,Brick 1 x 4,Reddish Brown,53
3010,Brick 1 x 4,Sand Green,24
3010,Brick 1 x 4,Tan,57
3010,Brick 1 x 4,White,278
3010,Brick 1 x 4,Yellow,2
3010pb276,"Brick 1 x 4 with Light Turquoise, Magenta, and White Diamonds Pattern",Dark Blue,2
49311,Brick 1 x 4 x 3,White,1
3009,Brick 1 x 6,Black,62
3009,Brick 1 x 6,Blue,2
3009,Brick 1 x 6,Bright Light Orange,1
3009,Brick 1 x 6,Dark Bluish Gray,30
3009,Brick 1 x 6,Dark Orange,4
3009,Brick 1 x 6,Dark Turquoise,5
3009,Brick 1 x 6,Green,1
3009,Brick 1 x 6,Light Bluish Gray,23
3009,Brick 1 x 6,Magenta,1
3009,Brick 1 x 6,Medium Azure,10
3009,Brick 1 x 6,Medium Lavender,26
3009,Brick 1 x 6,Medium Nougat,1
3009,Brick 1 x 6,Orange,22
3009,Brick 1 x 6,Red,5
3009,Brick 1 x 6,Reddish Brown,10
3009,Brick 1 x 6,Sand Green,82
3009,Brick 1 x 6,Tan,31
3009,Brick 1 x 6,White,125
3009,Brick 1 x 6,Yellow,17
3008,Brick 1 x 8,Black,6
3008,Brick 1 x 8,Dark Blue,2
3008,Brick 1 x 8,Light Bluish Gray,15
3008,Brick 1 x 8,Reddish Brown,26
3008,Brick 1 x 8,Tan,33
3008,Brick 1 x 8,White,122
3008,Brick 1 x 8,Yellow,4
3006,Brick 2 x 10,Blue,1
3006,Brick 2 x 10,Light Bluish Gray,1
3003,Brick 2 x 2,Black,10
3003,Brick 2 x 2,Bright Light Yellow,1
3003,Brick 2 x 2,Bright Pink,4
3003,Brick 2 x 2,Dark Blue,4
3003,Brick 2 x 2,Dark Bluish Gray,4
3003,Brick 2 x 2,Dark Pink,12
3003,Brick 2 x 2,Dark Purple,5
3003,Brick 2 x 2,Dark Red,12
3003,Brick 2 x 2,Dark Turquoise,1
3003,Brick 2 x 2,Green,16
3003,Brick 2 x 2,Light Bluish Gray,31
3003,Brick 2 x 2,Medium Azure,1
3003,Brick 2 x 2,Medium Blue,6
3003,Brick 2 x 2,Orange,15
3003,Brick 2 x 2,Red,6
3003,Brick 2 x 2,Reddish Brown,13
3003,Brick 2 x 2,Tan,15
3003,Brick 2 x 2,Trans-Clear,2
3003,Brick 2 x 2,White,35
3003,Brick 2 x 2,Yellow,12
2357,Brick 2 x 2 Corner,Black,6
2357,Brick 2 x 2 Corner,Bright Light Orange,5
2357,Brick 2 x 2 Corner,Dark Bluish Gray,14
2357,Brick 2 x 2 Corner,Dark Red,1
2357,Brick 2 x 2 Corner,Lavender,2
2357,Brick 2 x 2 Corner,Light Bluish Gray,17
2357,Brick 2 x 2 Corner,Medium Blue,32
2357,Brick 2 x 2 Corner,Orange,5
2357,Brick 2 x 2 Corner,Red,1
2357,Brick 2 x 2 Corner,Reddish Brown,3
2357,Brick 2 x 2 Corner,Tan,63
2357,Brick 2 x 2 Corner,White,33
2357,Brick 2 x 2 Corner,Yellow,4
3002,Brick 2 x 3,Blue,4
3002,Brick 2 x 3,Dark Pink,2
3002,Brick 2 x 3,Green,3
3002,Brick 2 x 3,Light Bluish Gray,5
3002,Brick 2 x 3,Lime,5
3002,Brick 2 x 3,Orange,12
3002,Brick 2 x 3,Reddish Brown,11
3002,Brick 2 x 3,White,5
3001,Brick 2 x 4,Black,14
3001,Brick 2 x 4,Blue,19
3001,Brick 2 x 4,Bright Light Orange,14
3001,Brick 2 x 4,Bright Pink,10
3001,Brick 2 x 4,Dark Azure,8
3001,Brick 2 x 4,Dark Bluish Gray,9
3001,Brick 2 x 4,Dark Green,8
3001,Brick 2 x 4,Dark Purple,9
3001,Brick 2 x 4,Green,9
3001,Brick 2 x 4,Light Bluish Gray,23
3001,Brick 2 x 4,Lime,12
3001,Brick 2 x 4,Medium Azure,2
3001,Brick 2 x 4,Medium Lavender,8
3001,Brick 2 x 4,Medium Nougat,5
3001,Brick 2 x 4,Orange,4
3001,Brick 2 x 4,Red,19
3001,Brick 2 x 4,Reddish Brown,15
3001,Brick 2 x 4,Tan,8
3001,Brick 2 x 4,White,20
3001,Brick 2 x 4,Yellow,30
2456,Brick 2 x 6,Black,4
2456,Brick 2 x 6,Blue,3
2456,Brick 2 x 6,Dark Red,2
2456,Brick 2 x 6,Green,2
2456,Brick 2 x 6,Light Bluish Gray,13
2456,Brick 2 x 6,Medium Lavender,1
2456,Brick 2 x 6,Reddish Brown,7
2456,Brick 2 x 6,Tan,6
2456,Brick 2 x 6,White,6
2456,Brick 2 x 6,Yellow,1
3007,Brick 2 x 8,Light Bluish Gray,8
3007,Brick 2 x 8,Red,6
3007,Brick 2 x 8,Tan,1
3007,Brick 2 x 8,White,1
96874,Brick and Axle Separator,Dark Turquoise,2
96874,Brick and Axle Separator,Orange,11
2921,"Brick, Modified 1 x 1 with Bar Handle",Black,2
2921,"Brick, Modified 1 x 1 with Bar Handle",Red,1
